"posCode	x	y	z	wx	wy	wz	AreaFactor	NumberFactor	wx/wz	wy/wz	SymmetricNumber	color	colorcode"
0,0_0,0_0,0	-2.58077E-14	2.63536E-14	0.999646923	-1.72103E-16	6.21968E-08	0.999822306	0.025608488	64	-1.72134E-16	6.22079E-08	1	27	0xE96605
0,0_0,0_0,1	-2.58012E-14	0.025195024	0.999414417	-1.71838E-16	0.028082023	0.999469153	0.005880337	56	-1.71929E-16	0.028096938	2	20	0x830BE0
0,0_0,0_0,-1	-2.58015E-14	-0.025195024	0.999414417	-1.71961E-16	-0.028081957	0.999469155	0.005880221	56	-1.72053E-16	-0.028096872	2	40	0x5059AF
0,0_0,0_1,0	0.025190576	2.57479E-14	0.999414417	0.028081936	6.21535E-08	0.999469155	0.005880278	56	0.028096851	6.21866E-08	2	19	0x2DCC2F
0,0_0,0_-1,0	-0.025190576	2.57479E-14	0.999414417	-0.028081936	6.21535E-08	0.999469155	0.005880278	56	-0.028096851	6.21866E-08	2	42	0xBB82AA
0,0_0,0_1,1	0.025184717	0.025195024	0.999181964	0.028072097	0.028072382	0.999116365	0.00135027	49	0.028096925	0.02809721	4	11	0xCC4719
0,0_0,0_1,-1	0.025184717	-0.025195024	0.999181964	0.028072097	-0.028072315	0.999116367	0.001350243	49	0.028096925	-0.028097143	4	21	0xFB4D17
0,0_0,0_-1,1	-0.025184717	0.025195024	0.999181964	-0.028072097	0.028072382	0.999116365	0.00135027	49	-0.028096925	0.02809721	4	33	0x51AA9D
0,0_0,0_-1,-1	-0.025184717	-0.025195024	0.999181964	-0.028072097	-0.028072315	0.999116367	0.001350243	49	-0.028096925	-0.028097143	4	37	0xED7523
0,0_0,1_0,1	-2.57926E-14	0.033937614	0.999074655	-1.71654E-16	0.039261574	0.999047933	0.012246922	56	-1.71818E-16	0.039298989	1	24	0xA8C2A1
0,0_0,-1_0,-1	-2.57926E-14	-0.033937614	0.999074655	-1.71995E-16	-0.039261445	0.999047938	0.012246585	56	-1.72159E-16	-0.03929886	1	23	0x2A7D81
0,0_0,1_0,2	-2.57392E-14	0.07412514	0.996981015	-1.72394E-16	0.071659863	0.997293226	0.005830965	48	-1.72862E-16	0.071854357	2	15	0x30EEF3
0,0_0,-1_0,-2	-2.5739E-14	-0.07412514	0.996981015	-1.71711E-16	-0.071659797	0.997293231	0.005830672	48	-1.72178E-16	-0.07185429	2	43	0x454264
0,0_0,1_1,1	0.025176155	0.033937614	0.998842281	0.028060156	0.039247472	0.998695617	0.002812146	49	0.028096805	0.039298733	2	3	0xBAA309
0,0_0,1_-1,1	-0.025176155	0.033937614	0.998842281	-0.028060156	0.039247472	0.998695617	0.002812146	49	-0.028096805	0.039298733	2	35	0x28533C
0,0_0,-1_1,-1	0.025176155	-0.033937614	0.998842281	0.028060156	-0.039247343	0.998695622	0.002812068	49	0.028096805	-0.039298603	2	14	0xD7D52B
0,0_0,-1_-1,-1	-0.025176155	-0.033937614	0.998842281	-0.028060156	-0.039247343	0.998695622	0.002812068	49	-0.028096805	-0.039298603	2	46	0x131EB2
0,0_0,1_1,2	0.025123396	0.07412514	0.996749129	0.028011277	0.071634373	0.996942762	0.001338978	42	0.028097177	0.071854048	4	6	0xF2CEA5
0,0_0,1_-1,2	-0.025123396	0.07412514	0.996749129	-0.028011277	0.071634373	0.996942762	0.001338978	42	-0.028097177	0.071854048	4	25	0x0B4160
0,0_0,-1_1,-2	0.025123396	-0.07412514	0.996749129	0.028011277	-0.071634307	0.996942767	0.001338911	42	0.028097177	-0.071853981	4	28	0x9B82A6
0,0_0,-1_-1,-2	-0.025123396	-0.07412514	0.996749129	-0.028011277	-0.071634307	0.996942767	0.001338911	42	-0.028097177	-0.071853981	4	47	0x7AFBF8
0,0_1,0_1,0	0.033931622	2.63688E-14	0.999074655	0.039261609	6.21018E-08	0.999047929	0.012246833	56	0.039299024	6.2161E-08	1	26	0x488250
0,0_-1,0_-1,0	-0.033931622	2.63688E-14	0.999074655	-0.039261609	6.21018E-08	0.999047929	0.012246833	56	-0.039299024	6.2161E-08	1	36	0x289610
0,0_1,0_1,1	0.03392373	0.025195024	0.998842281	0.039247956	0.028060859	0.998695569	0.002812235	49	0.039299219	0.02809751	2	2	0xB1FA2B
0,0_1,0_1,-1	0.03392373	-0.025195024	0.998842281	0.039247956	-0.028060792	0.998695571	0.00281218	49	0.03929922	-0.028097443	2	22	0x2FD42B
0,0_-1,0_-1,1	-0.03392373	0.025195024	0.998842281	-0.039247956	0.028060859	0.998695569	0.002812235	49	-0.039299219	0.02809751	2	31	0xE2C4BB
0,0_-1,0_-1,-1	-0.03392373	-0.025195024	0.998842281	-0.039247956	-0.028060792	0.998695571	0.00281218	49	-0.03929922	-0.028097443	2	32	0xD1B9D2
0,0_1,0_2,0	0.074112053	2.57479E-14	0.996981015	0.071659915	6.18857E-08	0.997293219	0.00583082	48	0.071854409	6.20536E-08	2	4	0xAE5524
0,0_-1,0_-2,0	-0.074112053	2.57479E-14	0.996981015	-0.071659915	6.18857E-08	0.997293219	0.00583082	48	-0.071854409	6.20536E-08	2	43	0x454264
0,0_1,0_2,1	0.074094815	0.025195024	0.996749129	0.071634929	0.028012677	0.996942668	0.001338996	42	0.071854612	0.028098584	4	5	0x4EEFD6
0,0_1,0_2,-1	0.074094815	-0.025195024	0.996749129	0.071634929	-0.028012611	0.99694267	0.001338969	42	0.071854612	-0.028098517	4	18	0x7AD819
0,0_-1,0_-2,1	-0.074094815	0.025195024	0.996749129	-0.071634929	0.028012677	0.996942668	0.001338996	42	-0.071854612	0.028098584	4	49	0xC27556
0,0_-1,0_-2,-1	-0.074094815	-0.025195024	0.996749129	-0.071634929	-0.028012611	0.99694267	0.001338969	42	-0.071854612	-0.028098517	4	48	0x561D7A
0,0_1,1_1,1	0.033867187	0.033884903	0.998506925	0.039231158	0.039230657	0.998275386	0.005856805	49	0.039298933	0.039298431	1	10	0x4CAB1C
0,0_1,-1_1,-1	0.033867187	-0.033884903	0.998506925	0.039231158	-0.039230528	0.998275391	0.005856644	49	0.039298933	-0.039298302	1	13	0x2667FE
0,0_-1,1_-1,1	-0.033867187	0.033884903	0.998506925	-0.039231158	0.039230657	0.998275386	0.005856805	49	-0.039298933	0.039298431	1	34	0x785742
0,0_-1,-1_-1,-1	-0.033867187	-0.033884903	0.998506925	-0.039231158	-0.039230528	0.998275391	0.005856644	49	-0.039298933	-0.039298302	1	38	0x0E1E2D
0,0_1,1_1,2	0.033841132	0.07412514	0.996410273	0.039162869	0.071604046	0.996524735	0.002788756	42	0.039299445	0.071853757	2	7	0xAF3ED6
0,0_1,-1_1,-2	0.033841132	-0.07412514	0.996410273	0.03916287	-0.07160398	0.99652474	0.002788616	42	0.039299446	-0.07185369	2	33	0x51AA9D
0,0_-1,1_-1,2	-0.033841132	0.07412514	0.996410273	-0.039162869	0.071604046	0.996524735	0.002788756	42	-0.039299445	0.071853757	2	19	0x2DCC2F
0,0_-1,-1_-1,-2	-0.033841132	-0.07412514	0.996410273	-0.03916287	-0.07160398	0.99652474	0.002788616	42	-0.039299446	-0.07185369	2	41	0x3681B2
0,0_1,1_2,1	0.074043703	0.033630148	0.996425751	0.071605184	0.039162628	0.996524669	0.002788633	42	0.071854903	0.039299206	2	8	0x8D0817
0,0_1,-1_2,-1	0.074043703	-0.033630148	0.996425751	0.071605184	-0.039162499	0.996524674	0.002788556	42	0.071854903	-0.039299076	2	15	0x30EEF3
0,0_-1,1_-2,1	-0.074043703	0.033630148	0.996425751	-0.071605184	0.039162628	0.996524669	0.002788633	42	-0.071854903	0.039299206	2	40	0x5059AF
0,0_-1,-1_-2,-1	-0.074043703	-0.033630148	0.996425751	-0.071605184	-0.039162499	0.996524674	0.002788556	42	-0.071854903	-0.039299076	2	45	0x2227E4
0,0_1,1_2,2	0.073863593	0.074063434	0.994331324	0.071479168	0.071478117	0.994783367	0.001327674	36	0.071854004	0.071852948	4	1	0x4301D5
0,0_1,-1_2,-2	0.073863593	-0.074063434	0.994331324	0.071479168	-0.071478051	0.994783372	0.001327607	36	0.071854004	-0.071852881	4	25	0x0B4160
0,0_-1,1_-2,2	-0.073863593	0.074063434	0.994331324	-0.071479168	0.071478117	0.994783367	0.001327674	36	-0.071854004	0.071852948	4	45	0x2227E4
0,0_-1,-1_-2,-2	-0.073863593	-0.074063434	0.994331324	-0.071479168	-0.071478051	0.994783372	0.001327607	36	-0.071854004	-0.071852881	4	50	0x88CC29
0,1_0,1_0,1	-2.58012E-14	0.025195024	0.999414417	-1.71706E-16	0.028082023	0.999469153	0.005880337	56	-1.71797E-16	0.028096938	2	30	0xA3BAE7
0,-1_0,-1_0,-1	-2.58015E-14	-0.025195024	0.999414417	-1.72088E-16	-0.028081957	0.999469155	0.005880221	56	-1.7218E-16	-0.028096872	2	12	0x286C61
0,1_0,1_0,2	-2.57519E-14	0.065741414	0.997491143	-1.71523E-16	0.060486322	0.997988666	0.012196085	48	-1.71868E-16	0.060608225	1	29	0x573F35
0,-1_0,-1_0,-2	-2.57519E-14	-0.065741414	0.997491143	-1.71712E-16	-0.060486193	0.997988674	0.012195568	48	-1.72058E-16	-0.060608096	1	16	0x621955
0,1_0,1_1,1	0.025184717	0.025195024	0.999181964	0.028072097	0.028072382	0.999116365	0.00135027	49	0.028096925	0.02809721	4	17	0x72C291
0,1_0,1_-1,1	-0.025184717	0.025195024	0.999181964	-0.028072097	0.028072382	0.999116365	0.00135027	49	-0.028096925	0.02809721	4	39	0x2F734F
0,-1_0,-1_1,-1	0.025184717	-0.025195024	0.999181964	0.028072097	-0.028072315	0.999116367	0.001350243	49	0.028096925	-0.028097143	4	6	0xF2CEA5
0,-1_0,-1_-1,-1	-0.025184717	-0.025195024	0.999181964	-0.028072097	-0.028072315	0.999116367	0.001350243	49	-0.028096925	-0.028097143	4	29	0x573F35
0,1_0,1_1,2	0.025136251	0.065741414	0.997259138	0.028030543	0.060465011	0.997637454	0.002800517	42	0.028096924	0.060608201	2	12	0x286C61
0,1_0,1_-1,2	-0.025136251	0.065741414	0.997259138	-0.028030543	0.060465011	0.997637454	0.002800517	42	-0.028096924	0.060608201	2	46	0x131EB2
0,-1_0,-1_1,-2	0.025136251	-0.065741414	0.997259138	0.028030544	-0.060464883	0.997637462	0.002800398	42	0.028096924	-0.060608072	2	3	0xBAA309
0,-1_0,-1_-1,-2	-0.025136251	-0.065741414	0.997259138	-0.028030544	-0.060464883	0.997637462	0.002800398	42	-0.028096924	-0.060608072	2	34	0x785742
0,1_0,2_0,2	-2.57392E-14	0.07412514	0.996981015	-1.72049E-16	0.071659863	0.997293226	0.005830965	48	-1.72516E-16	0.071854357	2	44	0x364FAA
0,-1_0,-2_0,-2	-2.5739E-14	-0.07412514	0.996981015	-1.71821E-16	-0.071659797	0.997293231	0.005830672	48	-1.72288E-16	-0.07185429	2	17	0x72C291
0,1_0,2_0,3	-2.56793E-14	0.099552308	0.994682722	-1.71025E-16	0.099401282	0.994871496	0.025101725	40	-1.71907E-16	0.099913689	1	8	0x8D0817
0,-1_0,-2_0,-3	-2.56791E-14	-0.099552308	0.994682722	-1.71078E-16	-0.099401159	0.994871508	0.025099969	40	-1.7196E-16	-0.099913565	1	24	0xA8C2A1
0,1_0,2_1,2	0.025123396	0.07412514	0.996749129	0.028011277	0.071634373	0.996942762	0.001338978	42	0.028097177	0.071854048	4	14	0xD7D52B
0,1_0,2_-1,2	-0.025123396	0.07412514	0.996749129	-0.028011277	0.071634373	0.996942762	0.001338978	42	-0.028097177	0.071854048	4	37	0xED7523
0,-1_0,-2_1,-2	0.025123396	-0.07412514	0.996749129	0.028011277	-0.071634307	0.996942767	0.001338911	42	0.028097177	-0.071853981	4	8	0x8D0817
0,-1_0,-2_-1,-2	-0.025123396	-0.07412514	0.996749129	-0.028011277	-0.071634307	0.996942767	0.001338911	42	-0.028097177	-0.071853981	4	35	0x28533C
0,1_0,2_1,3	0.025124965	0.099436506	0.994460218	0.02794311	0.09936655	0.994523561	0.005763982	35	0.028096982	0.099913721	2	4	0xAE5524
0,1_0,2_-1,3	-0.025124965	0.099436506	0.994460218	-0.02794311	0.09936655	0.994523561	0.005763982	35	-0.028096982	0.099913721	2	43	0x454264
0,-1_0,-2_1,-3	0.025124965	-0.099436506	0.994460218	0.027943111	-0.099366427	0.994523573	0.005763579	35	0.028096982	-0.099913597	2	4	0xAE5524
0,-1_0,-2_-1,-3	-0.025124965	-0.099436506	0.994460218	-0.027943111	-0.099366427	0.994523573	0.005763579	35	-0.028096982	-0.099913597	2	36	0x289610
0,1_1,1_1,1	0.03392373	0.025195024	0.998842281	0.039247956	0.028060859	0.998695569	0.002812235	49	0.039299219	0.02809751	2	28	0x9B82A6
0,1_-1,1_-1,1	-0.03392373	0.025195024	0.998842281	-0.039247956	0.028060859	0.998695569	0.002812235	49	-0.039299219	0.02809751	2	41	0x3681B2
0,-1_1,-1_1,-1	0.03392373	-0.025195024	0.998842281	0.039247956	-0.028060792	0.998695571	0.00281218	49	0.03929922	-0.028097443	2	7	0xAF3ED6
0,-1_-1,-1_-1,-1	-0.03392373	-0.025195024	0.998842281	-0.039247956	-0.028060792	0.998695571	0.00281218	49	-0.03929922	-0.028097443	2	18	0x7AD819
0,1_1,1_1,2	0.033858447	0.065741414	0.996920109	0.039189908	0.06043954	0.997218539	0.005832688	42	0.039299217	0.060608119	1	18	0x7AD819
0,1_-1,1_-1,2	-0.033858447	0.065741414	0.996920109	-0.039189908	0.06043954	0.997218539	0.005832688	42	-0.039299217	0.060608119	1	38	0x0E1E2D
0,-1_1,-1_1,-2	0.033858447	-0.065741414	0.996920109	0.039189908	-0.060439411	0.997218547	0.00583244	42	0.039299217	-0.06060799	1	9	0xEC4A13
0,-1_-1,-1_-1,-2	-0.033858447	-0.065741414	0.996920109	-0.039189908	-0.060439411	0.997218547	0.00583244	42	-0.039299217	-0.06060799	1	30	0xA3BAE7
0,1_1,1_2,1	0.074094815	0.025195024	0.996749129	0.071634929	0.028012677	0.996942668	0.001338996	42	0.071854612	0.028098584	4	9	0xEC4A13
0,1_-1,1_-2,1	-0.074094815	0.025195024	0.996749129	-0.071634929	0.028012677	0.996942668	0.001338996	42	-0.071854612	0.028098584	4	50	0x88CC29
0,-1_1,-1_2,-1	0.074094815	-0.025195024	0.996749129	0.071634929	-0.028012611	0.99694267	0.001338969	42	0.071854612	-0.028098517	4	1	0x4301D5
0,-1_-1,-1_-2,-1	-0.074094815	-0.025195024	0.996749129	-0.071634929	-0.028012611	0.99694267	0.001338969	42	-0.071854612	-0.028098517	4	44	0x364FAA
0,1_1,1_2,2	0.073914915	0.065679481	0.994838688	0.07152937	0.060333058	0.99547348	0.002777115	36	0.071854621	0.060607399	2	13	0x2667FE
0,1_-1,1_-2,2	-0.073914915	0.065679481	0.994838688	-0.07152937	0.060333058	0.99547348	0.002777115	36	-0.071854621	0.060607399	2	47	0x7AFBF8
0,-1_1,-1_2,-2	0.073914915	-0.065679481	0.994838688	0.07152937	-0.06033293	0.995473488	0.002776998	36	0.071854621	-0.06060727	2	2	0xB1FA2B
0,-1_-1,-1_-2,-2	-0.073914915	-0.065679481	0.994838688	-0.07152937	-0.06033293	0.995473488	0.002776998	36	-0.071854621	-0.06060727	2	33	0x51AA9D
0,1_1,2_1,2	0.033841132	0.07412514	0.996410273	0.039162869	0.071604046	0.996524735	0.002788756	42	0.039299445	0.071853757	2	21	0xFB4D17
0,1_-1,2_-1,2	-0.033841132	0.07412514	0.996410273	-0.039162869	0.071604046	0.996524735	0.002788756	42	-0.039299445	0.071853757	2	32	0xD1B9D2
0,-1_1,-2_1,-2	0.033841132	-0.07412514	0.996410273	0.03916287	-0.07160398	0.99652474	0.002788616	42	0.039299446	-0.07185369	2	11	0xCC4719
0,-1_-1,-2_-1,-2	-0.033841132	-0.07412514	0.996410273	-0.03916287	-0.07160398	0.99652474	0.002788616	42	-0.039299446	-0.07185369	2	31	0xE2C4BB
0,1_1,2_1,3	0.033849733	0.099377076	0.994126193	0.039067945	0.099324688	0.994108581	0.012004921	35	0.039299475	0.099913319	1	23	0x2A7D81
0,1_-1,2_-1,3	-0.033849733	0.099377076	0.994126193	-0.039067945	0.099324688	0.994108581	0.012004921	35	-0.039299475	0.099913319	1	36	0x289610
0,-1_1,-2_1,-3	0.033849733	-0.099377076	0.994126193	0.039067946	-0.099324566	0.994108594	0.012004082	35	0.039299476	-0.099913195	1	10	0x4CAB1C
0,-1_-1,-2_-1,-3	-0.033849733	-0.099377076	0.994126193	-0.039067946	-0.099324566	0.994108594	0.012004082	35	-0.039299476	-0.099913195	1	27	0xE96605
0,1_1,2_2,2	0.073863593	0.074063434	0.994331324	0.071479168	0.071478117	0.994783367	0.001327674	36	0.071854004	0.071852948	4	16	0x621955
0,1_-1,2_-2,2	-0.073863593	0.074063434	0.994331324	-0.071479168	0.071478117	0.994783367	0.001327674	36	-0.071854004	0.071852948	4	51	0x4FC38C
0,-1_1,-2_2,-2	0.073863593	-0.074063434	0.994331324	0.071479168	-0.071478051	0.994783372	0.001327607	36	0.071854004	-0.071852881	4	5	0x4EEFD6
0,-1_-1,-2_-2,-2	-0.073863593	-0.074063434	0.994331324	-0.071479168	-0.071478051	0.994783372	0.001327607	36	-0.071854004	-0.071852881	4	39	0x2F734F
0,1_1,2_2,3	0.073690334	0.098996499	0.99208846	0.071307381	0.099150692	0.992379831	0.00571634	30	0.071854928	0.099912038	2	19	0x2DCC2F
0,1_-1,2_-2,3	-0.073690334	0.098996499	0.99208846	-0.071307381	0.099150692	0.992379831	0.00571634	30	-0.071854928	0.099912038	2	42	0xBB82AA
0,-1_1,-2_2,-3	0.073690334	-0.098996499	0.99208846	0.071307383	-0.09915057	0.992379843	0.005715941	30	0.071854929	-0.099911914	2	12	0x286C61
0,-1_-1,-2_-2,-3	-0.073690334	-0.098996499	0.99208846	-0.071307383	-0.09915057	0.992379843	0.005715941	30	-0.071854929	-0.099911914	2	42	0xBB82AA
1,0_1,0_1,0	0.025190576	2.57479E-14	0.999414417	0.028081936	6.21535E-08	0.999469155	0.005880278	56	0.028096851	6.21866E-08	2	47	0x7AFBF8
-1,0_-1,0_-1,0	-0.025190576	2.57479E-14	0.999414417	-0.028081936	6.21535E-08	0.999469155	0.005880278	56	-0.028096851	6.21866E-08	2	8	0x8D0817
1,0_1,0_1,1	0.025184717	0.025195024	0.999181964	0.028072097	0.028072382	0.999116365	0.00135027	49	0.028096925	0.02809721	4	43	0x454264
1,0_1,0_1,-1	0.025184717	-0.025195024	0.999181964	0.028072097	-0.028072315	0.999116367	0.001350243	49	0.028096925	-0.028097143	4	49	0xC27556
-1,0_-1,0_-1,1	-0.025184717	0.025195024	0.999181964	-0.028072097	0.028072382	0.999116365	0.00135027	49	-0.028096925	0.02809721	4	4	0xAE5524
-1,0_-1,0_-1,-1	-0.025184717	-0.025195024	0.999181964	-0.028072097	-0.028072315	0.999116367	0.001350243	49	-0.028096925	-0.028097143	4	15	0x30EEF3
1,0_1,0_2,0	0.065729807	2.63063E-14	0.997491143	0.060486294	6.19714E-08	0.997988664	0.012195911	48	0.060608198	6.20963E-08	1	37	0xED7523
